"","dteday","mnth","hr","holiday","workingday","weathersit","temp","hum","windspeed","casual","registered","cnt","isWorking","monthCount","dayWeek","workTime","xformHr"
"52",2011-01-03,1,6,0,1,1,-1.85393830175198,-0.659456532587845,1.61845695404868,0,30,30,1,1,1,6,1
"53",2011-01-03,1,7,0,1,1,-1.85393830175198,-0.659456532587845,0.0318978780656464,1,63,64,1,1,1,7,2
"54",2011-01-03,1,8,0,1,1,-1.85393830175198,-0.659456532587845,0.764281665845554,1,153,154,1,1,1,8,3
"55",2011-01-03,1,9,0,1,1,-1.75007247878984,-1.02228274005337,1.61845695404868,7,81,88,1,1,1,9,4
"56",2011-01-03,1,10,0,1,1,-1.6462066558277,-1.02228274005337,0.519881272378821,11,33,44,1,1,1,10,5
"57",2011-01-03,1,11,0,1,1,-1.54234083286556,-1.17777968611002,1.13047355973551,10,41,51,1,1,1,11,6
"58",2011-01-03,1,12,0,1,1,-1.43847500990342,-1.43694126287111,0.886073166268775,13,48,61,1,1,1,12,7
"59",2011-01-03,1,13,0,1,1,-1.33460918694128,-1.43694126287111,0.764281665845554,8,53,61,1,1,1,13,8
"60",2011-01-03,1,14,0,1,1,-1.23074336397914,-1.69610283963219,0.764281665845554,11,66,77,1,1,1,14,9
"61",2011-01-03,1,15,0,1,1,-1.23074336397914,-1.69610283963219,0.519881272378821,14,58,72,1,1,1,15,10
"62",2011-01-03,1,16,0,1,1,-1.23074336397914,-1.69610283963219,0.519881272378821,9,67,76,1,1,1,16,11
"63",2011-01-03,1,17,0,1,1,-1.33460918694128,-1.69610283963219,0.276298271532379,11,146,157,1,1,1,17,12
"64",2011-01-03,1,18,0,1,1,-1.33460918694128,-1.59243820892776,-0.699668517093971,9,148,157,1,1,1,18,13
"65",2011-01-03,1,19,0,1,1,-1.54234083286556,-0.814953478644498,-1.5538438052971,8,102,110,1,1,1,19,14
"66",2011-01-03,1,20,0,1,1,-1.54234083286556,-0.814953478644498,-0.699668517093971,3,49,52,1,1,1,20,15
"67",2011-01-03,1,21,0,1,1,-1.6462066558277,0.0661958823431994,-0.456085516247529,3,49,52,1,1,1,21,16
"68",2011-01-03,1,22,0,1,1,-1.85393830175198,0.325357459104286,-0.456085516247529,0,20,20,1,1,1,22,17
"69",2011-01-03,1,23,0,1,1,-1.6462066558277,-0.400294955826758,-0.699668517093971,1,11,12,1,1,1,23,18
"70",2011-01-04,1,0,0,1,1,-1.75007247878984,-0.400294955826758,-0.699668517093971,0,5,5,1,1,2,0,19
"71",2011-01-04,1,1,0,1,1,-1.75007247878984,-0.192965694417888,-0.699668517093971,0,2,2,1,1,2,1,20
"72",2011-01-04,1,2,0,1,1,-1.85393830175198,0.0143635669909819,-0.456085516247529,0,1,1,1,1,2,2,21
"73",2011-01-04,1,4,0,1,1,-1.85393830175198,0.0143635669909819,-0.821460017517193,0,2,2,1,1,2,4,23
"74",2011-01-04,1,5,0,1,1,-1.95780412471412,0.273525143752069,-0.699668517093971,0,4,4,1,1,2,5,0
"75",2011-01-04,1,6,0,1,1,-1.95780412471412,0.584519035865374,-0.699668517093971,0,36,36,1,1,2,6,1
"76",2011-01-04,1,7,0,1,1,-1.95780412471412,0.584519035865374,-0.456085516247529,2,92,94,1,1,2,7,2
"77",2011-01-04,1,8,0,1,1,-1.85393830175198,0.325357459104286,-0.211685122780796,2,177,179,1,1,2,8,3
"78",2011-01-04,1,9,0,1,1,-1.75007247878984,0.0661958823431994,0.276298271532379,2,98,100,1,1,2,9,4
"79",2011-01-04,1,10,0,1,2,-1.75007247878984,0.325357459104286,1.13047355973551,5,37,42,1,1,2,10,5
"80",2011-01-04,1,11,0,1,1,-1.43847500990342,-0.607624217235628,0.886073166268775,7,50,57,1,1,2,11,6
"81",2011-01-04,1,12,0,1,1,-1.43847500990342,-0.607624217235628,-0.211685122780796,12,66,78,1,1,2,12,7
"82",2011-01-04,1,13,0,1,1,-1.33460918694128,-0.34846264047454,0.0318978780656464,18,79,97,1,1,2,13,8
"83",2011-01-04,1,14,0,1,1,-1.23074336397914,-0.55579190188341,0.276298271532379,9,54,63,1,1,2,14,9
"84",2011-01-04,1,15,0,1,1,-1.126877541017,-0.55579190188341,0.519881272378821,17,48,65,1,1,2,15,10
"85",2011-01-04,1,16,0,1,1,-1.02301171805486,-0.711288847940063,0.519881272378821,15,68,83,1,1,2,16,11
"86",2011-01-04,1,17,0,1,1,-1.126877541017,-0.76312116329228,0.276298271532379,10,202,212,1,1,2,17,12
"87",2011-01-04,1,18,0,1,1,-1.23074336397914,-0.76312116329228,0.0318978780656464,3,179,182,1,1,2,18,13
"88",2011-01-04,1,19,0,1,1,-1.33460918694128,-0.76312116329228,-0.699668517093971,2,110,112,1,1,2,19,14
"89",2011-01-04,1,20,0,1,1,-1.33460918694128,-0.76312116329228,-0.699668517093971,1,53,54,1,1,2,20,15
"90",2011-01-04,1,21,0,1,1,-1.43847500990342,0.0661958823431994,-1.5538438052971,0,48,48,1,1,2,21,16
"91",2011-01-04,1,22,0,1,1,-1.43847500990342,0.0661958823431994,-0.821460017517193,1,34,35,1,1,2,22,17
"92",2011-01-04,1,23,0,1,1,-1.54234083286556,0.325357459104286,-0.821460017517193,2,9,11,1,1,2,23,18
"93",2011-01-05,1,0,0,1,1,-1.54234083286556,0.0661958823431994,-1.5538438052971,0,6,6,1,1,3,0,19
"94",2011-01-05,1,1,0,1,1,-1.75007247878984,0.584519035865374,-0.821460017517193,0,6,6,1,1,3,1,20
"95",2011-01-05,1,2,0,1,1,-1.75007247878984,0.584519035865374,-0.821460017517193,0,2,2,1,1,3,2,21
"96",2011-01-05,1,4,0,1,1,-1.33460918694128,-0.76312116329228,0.276298271532379,0,2,2,1,1,3,4,23
"97",2011-01-05,1,5,0,1,1,-1.43847500990342,-0.814953478644498,-0.211685122780796,0,3,3,1,1,3,5,0
"98",2011-01-05,1,6,0,1,1,-1.54234083286556,-0.814953478644498,0.276298271532379,0,33,33,1,1,3,6,1
"99",2011-01-05,1,7,0,1,1,-1.6462066558277,-1.02228274005337,0.0318978780656464,1,87,88,1,1,3,7,2
"100",2011-01-05,1,8,0,1,1,-1.54234083286556,-1.17777968611002,0.886073166268775,3,192,195,1,1,3,8,3
"101",2011-01-05,1,9,0,1,1,-1.43847500990342,-1.33327663216667,1.13047355973551,6,109,115,1,1,3,9,4
"102",2011-01-05,1,10,0,1,1,-1.43847500990342,-1.33327663216667,1.13047355973551,4,53,57,1,1,3,10,5
"103",2011-01-05,1,11,0,1,1,-1.23074336397914,-1.54060589357554,1.13047355973551,12,34,46,1,1,3,11,6
"104",2011-01-05,1,12,0,1,1,-1.23074336397914,-1.54060589357554,1.13047355973551,5,74,79,1,1,3,12,7
"105",2011-01-05,1,13,0,1,1,-1.126877541017,-1.69610283963219,0.886073166268775,6,65,71,1,1,3,13,8
"106",2011-01-05,1,14,0,1,1,-1.02301171805486,-1.79976747033663,0.0318978780656464,10,52,62,1,1,3,14,9
"107",2011-01-05,1,15,0,1,1,-1.02301171805486,-1.79976747033663,0.0318978780656464,7,55,62,1,1,3,15,10
"108",2011-01-05,1,16,0,1,1,-1.02301171805486,-1.79976747033663,-0.821460017517193,4,85,89,1,1,3,16,11
"109",2011-01-05,1,17,0,1,1,-1.33460918694128,-1.28144431681445,0.0318978780656464,4,186,190,1,1,3,17,12
"110",2011-01-05,1,18,0,1,1,-1.33460918694128,-1.28144431681445,-0.456085516247529,3,166,169,1,1,3,18,13
"111",2011-01-05,1,19,0,1,1,-1.33460918694128,-1.28144431681445,-0.699668517093971,5,127,132,1,1,3,19,14
"112",2011-01-05,1,20,0,1,1,-1.43847500990342,-0.814953478644498,-0.211685122780796,7,82,89,1,1,3,20,15
"113",2011-01-05,1,21,0,1,1,-1.54234083286556,-0.607624217235628,0.0318978780656464,3,40,43,1,1,3,21,16
"114",2011-01-05,1,22,0,1,1,-1.6462066558277,-0.400294955826758,-0.456085516247529,1,41,42,1,1,3,22,17
"115",2011-01-05,1,23,0,1,1,-1.54234083286556,-0.814953478644498,-1.5538438052971,1,18,19,1,1,3,23,18
"116",2011-01-06,1,0,0,1,1,-1.6462066558277,-0.400294955826758,-1.5538438052971,0,11,11,1,1,4,0,19
"117",2011-01-06,1,1,0,1,1,-1.75007247878984,0.0661958823431994,-1.5538438052971,0,4,4,1,1,4,1,20
"118",2011-01-06,1,2,0,1,1,-1.75007247878984,0.0661958823431994,-1.5538438052971,0,2,2,1,1,4,2,21
"119",2011-01-06,1,4,0,1,2,-1.75007247878984,0.0661958823431994,-0.821460017517193,0,1,1,1,1,4,4,23
"120",2011-01-06,1,5,0,1,2,-1.85393830175198,0.325357459104286,-0.821460017517193,0,4,4,1,1,4,5,0
"121",2011-01-06,1,6,0,1,2,-1.85393830175198,0.0143635669909819,-0.699668517093971,0,36,36,1,1,4,6,1
"122",2011-01-06,1,7,0,1,2,-1.75007247878984,-0.192965694417888,-1.5538438052971,0,95,95,1,1,4,7,2
"123",2011-01-06,1,8,0,1,1,-1.75007247878984,-0.192965694417888,-1.5538438052971,3,216,219,1,1,4,8,3
"124",2011-01-06,1,9,0,1,2,-1.6462066558277,-0.607624217235628,-1.5538438052971,6,116,122,1,1,4,9,4
"125",2011-01-06,1,10,0,1,1,-1.54234083286556,-0.814953478644498,-1.5538438052971,3,42,45,1,1,4,10,5
"126",2011-01-06,1,11,0,1,1,-1.43847500990342,-0.97045042470115,-0.821460017517193,2,57,59,1,1,4,11,6
"127",2011-01-06,1,12,0,1,1,-1.23074336397914,-1.43694126287111,-1.5538438052971,6,78,84,1,1,4,12,7
"128",2011-01-06,1,13,0,1,1,-1.23074336397914,-1.43694126287111,-0.699668517093971,12,55,67,1,1,4,13,8
"129",2011-01-06,1,14,0,1,1,-1.126877541017,-1.38510894751889,-0.211685122780796,11,59,70,1,1,4,14,9
"130",2011-01-06,1,15,0,1,1,-1.126877541017,-1.38510894751889,-1.5538438052971,8,54,62,1,1,4,15,10
"131",2011-01-06,1,16,0,1,1,-1.23074336397914,-1.28144431681445,-0.211685122780796,12,74,86,1,1,4,16,11
"132",2011-01-06,1,17,0,1,1,-1.43847500990342,-0.607624217235628,-0.211685122780796,9,163,172,1,1,4,17,12
"133",2011-01-06,1,18,0,1,1,-1.43847500990342,-0.607624217235628,-0.456085516247529,5,158,163,1,1,4,18,13
"134",2011-01-06,1,19,0,1,1,-1.43847500990342,-0.400294955826758,-0.821460017517193,3,109,112,1,1,4,19,14
"135",2011-01-06,1,20,0,1,1,-1.54234083286556,-0.607624217235628,-0.211685122780796,3,66,69,1,1,4,20,15
"136",2011-01-06,1,21,0,1,2,-1.43847500990342,-0.400294955826758,0.276298271532379,0,48,48,1,1,4,21,16
"137",2011-01-06,1,22,0,1,2,-1.43847500990342,-0.607624217235628,0.764281665845554,1,51,52,1,1,4,22,17
"138",2011-01-06,1,23,0,1,2,-1.54234083286556,-0.192965694417888,0.0318978780656464,4,19,23,1,1,4,23,18
"139",2011-01-07,1,0,0,1,2,-1.54234083286556,0.0661958823431994,0.0318978780656464,4,13,17,1,1,5,0,19
"140",2011-01-07,1,1,0,1,2,-1.54234083286556,0.325357459104286,0.276298271532379,2,5,7,1,1,5,1,20
"141",2011-01-07,1,2,0,1,2,-1.54234083286556,0.325357459104286,0.276298271532379,0,1,1,1,1,5,2,21
"142",2011-01-07,1,4,0,1,2,-1.54234083286556,0.325357459104286,-0.456085516247529,0,1,1,1,1,5,4,23
"143",2011-01-07,1,5,0,1,3,-1.43847500990342,-0.400294955826758,-1.5538438052971,0,5,5,1,1,5,5,0
"144",2011-01-07,1,6,0,1,2,-1.54234083286556,0.325357459104286,-1.5538438052971,8,26,34,1,1,5,6,1
"145",2011-01-07,1,7,0,1,1,-1.54234083286556,0.325357459104286,-0.456085516247529,8,76,84,1,1,5,7,2
"146",2011-01-07,1,8,0,1,1,-1.54234083286556,-0.607624217235628,0.519881272378821,20,190,210,1,1,5,8,3
"147",2011-01-07,1,9,0,1,1,-1.54234083286556,-0.814953478644498,0.886073166268775,9,125,134,1,1,5,9,4
"148",2011-01-07,1,10,0,1,1,-1.43847500990342,-1.33327663216667,1.13047355973551,16,47,63,1,1,5,10,5
"149",2011-01-07,1,11,0,1,2,-1.54234083286556,-1.17777968611002,0.276298271532379,19,48,67,1,1,5,11,6
"150",2011-01-07,1,12,0,1,2,-1.54234083286556,-1.33327663216667,0.519881272378821,9,50,59,1,1,5,12,7
"151",2011-01-07,1,13,0,1,2,-1.54234083286556,-1.33327663216667,0.764281665845554,9,64,73,1,1,5,13,8
"152",2011-01-07,1,14,0,1,2,-1.54234083286556,-1.17777968611002,0.519881272378821,7,43,50,1,1,5,14,9
"153",2011-01-07,1,15,0,1,2,-1.54234083286556,-1.33327663216667,-0.211685122780796,9,63,72,1,1,5,15,10
"154",2011-01-07,1,16,0,1,2,-1.54234083286556,-1.33327663216667,-0.211685122780796,5,82,87,1,1,5,16,11
"155",2011-01-07,1,17,0,1,2,-1.54234083286556,-1.33327663216667,-1.5538438052971,9,178,187,1,1,5,17,12
"156",2011-01-07,1,18,0,1,1,-1.54234083286556,-1.17777968611002,-0.821460017517193,7,116,123,1,1,5,18,13
"157",2011-01-07,1,19,0,1,1,-1.75007247878984,-0.400294955826758,-0.821460017517193,3,92,95,1,1,5,19,14
"158",2011-01-07,1,20,0,1,1,-1.6462066558277,-0.814953478644498,-0.699668517093971,1,50,51,1,1,5,20,15
"159",2011-01-07,1,21,0,1,1,-1.6462066558277,-0.814953478644498,-0.456085516247529,0,39,39,1,1,5,21,16
"160",2011-01-07,1,22,0,1,2,-1.6462066558277,-1.02228274005337,-0.211685122780796,2,34,36,1,1,5,22,17
"161",2011-01-07,1,23,0,1,2,-1.6462066558277,-0.607624217235628,-0.211685122780796,1,14,15,1,1,5,23,18
"162",2011-01-08,1,0,0,0,2,-1.6462066558277,-0.607624217235628,-0.211685122780796,1,24,25,0,1,6,24,19
"163",2011-01-08,1,1,0,0,2,-1.6462066558277,-0.400294955826758,-0.821460017517193,1,15,16,0,1,6,25,20
"164",2011-01-08,1,2,0,0,2,-1.6462066558277,-0.400294955826758,-1.5538438052971,3,13,16,0,1,6,26,21
"165",2011-01-08,1,3,0,0,3,-1.6462066558277,-0.400294955826758,-0.211685122780796,0,7,7,0,1,6,27,22
"166",2011-01-08,1,4,0,0,3,-1.6462066558277,-0.400294955826758,-0.211685122780796,0,1,1,0,1,6,28,23
"167",2011-01-08,1,5,0,0,2,-1.75007247878984,0.584519035865374,-0.211685122780796,0,5,5,0,1,6,29,0
"168",2011-01-08,1,6,0,0,2,-1.75007247878984,0.584519035865374,-0.211685122780796,0,2,2,0,1,6,30,1
"169",2011-01-08,1,7,0,0,2,-1.75007247878984,0.584519035865374,-0.699668517093971,1,8,9,0,1,6,31,2
"170",2011-01-08,1,8,0,0,3,-1.75007247878984,1.56933302755751,-0.699668517093971,0,15,15,0,1,6,32,3
"171",2011-01-08,1,9,0,0,3,-1.75007247878984,1.56933302755751,-0.699668517093971,0,20,20,0,1,6,33,4
"172",2011-01-08,1,10,0,0,2,-1.6462066558277,0.895512927978679,-0.211685122780796,5,56,61,0,1,6,34,5
"173",2011-01-08,1,11,0,0,2,-1.54234083286556,0.325357459104286,1.61845695404868,2,60,62,0,1,6,35,6
"174",2011-01-08,1,12,0,0,2,-1.54234083286556,-0.192965694417888,1.37405656058195,8,90,98,0,1,6,36,7
"175",2011-01-08,1,13,0,0,1,-1.54234083286556,-0.97045042470115,1.13047355973551,7,95,102,0,1,6,37,8
"176",2011-01-08,1,14,0,0,1,-1.54234083286556,-1.59243820892776,2.47181484963152,12,83,95,0,1,6,38,9
"177",2011-01-08,1,15,0,0,1,-1.54234083286556,-1.59243820892776,2.10644034836186,5,69,74,0,1,6,39,10
"178",2011-01-08,1,16,0,0,1,-1.6462066558277,-1.74793515498441,2.10644034836186,8,68,76,0,1,6,40,11
"179",2011-01-08,1,17,0,0,1,-1.75007247878984,-1.33327663216667,2.9597982439447,5,64,69,0,1,6,41,12
"180",2011-01-08,1,18,0,0,1,-1.85393830175198,-1.22961200146224,0.886073166268775,3,52,55,0,1,6,42,13
"181",2011-01-08,1,19,0,0,1,-1.85393830175198,-1.38510894751889,0.519881272378821,4,26,30,0,1,6,43,14
"182",2011-01-08,1,20,0,0,1,-1.95780412471412,-1.38510894751889,0.519881272378821,0,28,28,0,1,6,44,15
"183",2011-01-08,1,21,0,0,1,-1.95780412471412,-1.22961200146224,1.37405656058195,2,35,37,0,1,6,45,16
"184",2011-01-08,1,22,0,0,1,-1.95780412471412,-1.38510894751889,1.61845695404868,1,33,34,0,1,6,46,17
"185",2011-01-08,1,23,0,0,1,-2.06166994767626,-1.22961200146224,2.10644034836186,0,22,22,0,1,6,47,18
"186",2011-01-09,1,0,0,0,1,-2.06166994767626,-1.07411505540558,1.61845695404868,1,24,25,0,1,7,24,19
"187",2011-01-09,1,1,0,0,1,-2.06166994767626,-1.07411505540558,2.22823184878508,0,12,12,0,1,7,25,20
"188",2011-01-09,1,2,0,0,1,-2.06166994767626,-0.866785793996715,2.22823184878508,0,11,11,0,1,7,26,21
"189",2011-01-09,1,3,0,0,1,-2.06166994767626,-0.866785793996715,1.86203995489513,0,4,4,0,1,7,27,22
"190",2011-01-09,1,4,0,0,1,-2.1655357706384,-0.503959586531193,0.0318978780656464,0,1,1,0,1,7,28,23
"191",2011-01-09,1,5,0,0,1,-2.1655357706384,-0.503959586531193,0.0318978780656464,0,1,1,0,1,7,29,0
"192",2011-01-09,1,6,0,0,1,-2.06166994767626,-0.711288847940063,0.764281665845554,0,1,1,0,1,7,30,1
"193",2011-01-09,1,7,0,0,1,-2.1655357706384,-0.503959586531193,0.0318978780656464,1,5,6,0,1,7,31,2
"194",2011-01-09,1,8,0,0,1,-2.06166994767626,-0.711288847940063,0.764281665845554,0,10,10,0,1,7,32,3
"195",2011-01-09,1,9,0,0,1,-1.95780412471412,-0.866785793996715,2.71621524309825,0,19,19,0,1,7,33,4
"196",2011-01-09,1,10,0,0,1,-1.85393830175198,-1.02228274005337,1.61845695404868,0,49,49,0,1,7,34,5
"197",2011-01-09,1,11,0,0,1,-1.75007247878984,-1.17777968611002,2.71621524309825,2,47,49,0,1,7,35,6
"198",2011-01-09,1,12,0,0,1,-1.6462066558277,-1.33327663216667,2.10644034836186,4,79,83,0,1,7,36,7
"199",2011-01-09,1,13,0,0,1,-1.54234083286556,-1.48877357822332,2.10644034836186,6,69,75,0,1,7,37,8
"200",2011-01-09,1,14,0,0,1,-1.43847500990342,-1.59243820892776,2.22823184878508,8,64,72,0,1,7,38,9
"201",2011-01-09,1,15,0,0,1,-1.43847500990342,-1.43694126287111,1.37405656058195,5,77,82,0,1,7,39,10
"202",2011-01-09,1,16,0,0,1,-1.54234083286556,-1.48877357822332,2.10644034836186,13,79,92,0,1,7,40,11
"203",2011-01-09,1,17,0,0,1,-1.6462066558277,-1.33327663216667,1.61845695404868,3,59,62,0,1,7,41,12
"204",2011-01-09,1,18,0,0,1,-1.75007247878984,-1.17777968611002,1.13047355973551,4,44,48,0,1,7,42,13
"205",2011-01-09,1,19,0,0,1,-1.75007247878984,-1.02228274005337,1.13047355973551,1,40,41,0,1,7,43,14
"206",2011-01-09,1,20,0,0,1,-1.85393830175198,-0.866785793996715,0.519881272378821,0,38,38,0,1,7,44,15
"207",2011-01-09,1,21,0,0,1,-1.85393830175198,-0.866785793996715,1.86203995489513,1,19,20,0,1,7,45,16
"208",2011-01-09,1,22,0,0,1,-1.85393830175198,-0.866785793996715,0.886073166268775,5,10,15,0,1,7,46,17
"209",2011-01-09,1,23,0,0,1,-1.95780412471412,-0.659456532587845,0.0318978780656464,0,6,6,0,1,7,47,18
"210",2011-01-10,1,0,0,1,1,-1.95780412471412,-0.659456532587845,0.764281665845554,2,3,5,1,1,1,0,19
"211",2011-01-10,1,1,0,1,1,-1.95780412471412,-0.659456532587845,0.764281665845554,1,0,1,1,1,1,1,20
"212",2011-01-10,1,2,0,1,1,-1.95780412471412,-0.659456532587845,0.276298271532379,0,3,3,1,1,1,2,21
"213",2011-01-10,1,3,0,1,1,-1.95780412471412,-0.659456532587845,0.276298271532379,0,1,1,1,1,1,3,22
"214",2011-01-10,1,4,0,1,1,-2.06166994767626,-0.452127271178975,-0.456085516247529,1,2,3,1,1,1,4,23
"215",2011-01-10,1,5,0,1,1,-2.06166994767626,-0.452127271178975,0.519881272378821,0,3,3,1,1,1,5,0
"216",2011-01-10,1,6,0,1,1,-1.95780412471412,-0.659456532587845,0.764281665845554,0,31,31,1,1,1,6,1
"217",2011-01-10,1,7,0,1,1,-1.95780412471412,-0.659456532587845,0.276298271532379,2,75,77,1,1,1,7,2
"218",2011-01-10,1,8,0,1,2,-1.95780412471412,-0.659456532587845,0.764281665845554,4,184,188,1,1,1,8,3
"219",2011-01-10,1,9,0,1,2,-1.85393830175198,-0.659456532587845,0.519881272378821,2,92,94,1,1,1,9,4
"220",2011-01-10,1,10,0,1,2,-1.85393830175198,-0.659456532587845,0.886073166268775,0,31,31,1,1,1,10,5
"221",2011-01-10,1,11,0,1,2,-1.75007247878984,-0.814953478644498,0.764281665845554,2,28,30,1,1,1,11,6
"222",2011-01-10,1,12,0,1,2,-1.54234083286556,-1.17777968611002,0.764281665845554,5,47,52,1,1,1,12,7
